tract,race,med_income
Census Tract 1.01; Queens County; New York,White,124885
Census Tract 632; Kings County; New York,White,87667
Census Tract 632; Queens County; New York,Black,120764
Census Tract 633.01; Queens County; New York,White,101548
Census Tract 633.02; Queens County; New York,White,134205
Census Tract 635; Queens County; New York,White,105125
Census Tract 636; Kings County; New York,White,117237
Census Tract 637; Queens County; New York,White,99611
Census Tract 638; Kings County; New York,White,87375
Census Tract 638; Queens County; New York,Black,116859
Census Tract 639; Queens County; New York,Hispanic,113409
Census Tract 63; Kings County; New York,White,175813
Census Tract 63; New York County; New York,White,172687
Census Tract 63; Queens County; New York,White,114783
Census Tract 640; Kings County; New York,White,144750
Census Tract 641.01; Queens County; New York,White,84291
Census Tract 642; Kings County; New York,White,70625
Census Tract 644; Kings County; New York,White,91563
Census Tract 645; Queens County; New York,White,92313
Census Tract 646; Kings County; New York,White,92394
Census Tract 646; Queens County; New York,Black,118375
Census Tract 648; Kings County; New York,White,115669
Census Tract 64; Bronx County; New York,Hispanic,24730
Census Tract 64; Kings County; New York,White,82439
Census Tract 64; New York County; New York,White,118201
Census Tract 64; Richmond County; New York,White,63462
Census Tract 65.01; Queens County; New York,White,102375
Census Tract 65.02; Queens County; New York,White,81556
Census Tract 650; Kings County; New York,White,85022
Census Tract 650; Queens County; New York,Black,121667
Census Tract 652; Kings County; New York,White,94643
Census Tract 654.01; Queens County; New York,Black,101500
Census Tract 654; Kings County; New York,White,124750
Census Tract 656; Kings County; New York,White,113676
Census Tract 656; Queens County; New York,Black,103438
Census Tract 657.02; Queens County; New York,White,84327
Census Tract 657.03; Queens County; New York,White,110882
Census Tract 658; Kings County; New York,White,82917
Census Tract 659; Queens County; New York,White,111731
Census Tract 65; Bronx County; New York,Hispanic,22985
Census Tract 65; Kings County; New York,White,178041
Census Tract 65; New York County; New York,White,118698
Census Tract 660; Kings County; New York,White,142907
Census Tract 660; Queens County; New York,Black,82173
Census Tract 661; Queens County; New York,White,107361
Census Tract 662; Kings County; New York,White,70662
Census Tract 663.01; Queens County; New York,White,118333
Census Tract 664.01; Queens County; New York,Black,NA
Census Tract 664.02; Queens County; New York,Black,104333
Census Tract 664.03; Queens County; New York,Black,102297
Census Tract 665.01; Queens County; New York,White,82356
Census Tract 667.01; Queens County; New York,White,117500
Census Tract 669; Queens County; New York,White,95208
Census Tract 66; Kings County; New York,White,90074
Census Tract 66; New York County; New York,White,126995
Census Tract 670; Kings County; New York,Black,90272
Census Tract 671; Queens County; New York,White,114764
Census Tract 672; Kings County; New York,Black,79728
Census Tract 674; Kings County; New York,Black,129028
Census Tract 676; Kings County; New York,Black,106833
Census Tract 677; Queens County; New York,White,115250
Census Tract 678; Kings County; New York,Black,101944
Census Tract 679; Queens County; New York,Hispanic,60840
Census Tract 67; Bronx County; New York,Hispanic,17390
Census Tract 67; Kings County; New York,White,218393
Census Tract 67; New York County; New York,White,120964
Census Tract 67; Richmond County; New York,White,139125
Census Tract 680; Kings County; New York,Black,91625
Census Tract 680; Queens County; New York,Black,128571
Census Tract 682; Kings County; New York,Black,101976
Census Tract 682; Queens County; New York,Black,92656
Census Tract 683; Queens County; New York,Asian,66354
Census Tract 686; Kings County; New York,White,88194
Census Tract 687; Queens County; New York,Asian,68566
Census Tract 688; Kings County; New York,Black,89750
Census Tract 68; Bronx County; New York,Hispanic,29844
Census Tract 68; Kings County; New York,White,63010
Census Tract 68; New York County; New York,White,146051
Census Tract 69.01; Kings County; New York,White,139384
Census Tract 69.02; Kings County; New York,White,250001
Census Tract 690; Kings County; New York,Black,102083
Census Tract 690; Queens County; New York,Black,127019
Census Tract 692; Kings County; New York,Black,96375
Census Tract 693; Queens County; New York,Hispanic,72125
Census Tract 694; Queens County; New York,Black,105708
Census Tract 695; Queens County; New York,Asian,116125
Census Tract 696.01; Kings County; New York,Black,91745
Census Tract 696.02; Kings County; New York,White,90917
Census Tract 697.01; Queens County; New York,Asian,101168
Census Tract 697.02; Queens County; New York,Asian,84991
Census Tract 698; Kings County; New York,White,138688
Census Tract 69; Bronx County; New York,Hispanic,29627
Census Tract 69; New York County; New York,White,231136
Census Tract 69; Queens County; New York,White,117167
Census Tract 6; New York County; New York,Asian,25655
Census Tract 6; Queens County; New York,Hispanic,75074
Census Tract 6; Richmond County; New York,White,41211
Census Tract 7.01; Queens County; New York,White,145922
Census Tract 7.02; Queens County; New York,White,125114
Census Tract 70.01; New York County; New York,White,153902
Census Tract 70.01; Richmond County; New York,White,74375
Census Tract 70.02; New York County; New York,White,143183
Census Tract 70.02; Richmond County; New York,White,91509
Census Tract 700; Kings County; New York,White,90522
Census Tract 702.01; Kings County; New York,White,115144
Census Tract 702.02; Kings County; New York,White,NA
Census Tract 703; Queens County; New York,White,91278
Census Tract 706.01; Kings County; New York,White,167857
Census Tract 707; Queens County; New York,White,108616
Census Tract 709; Queens County; New York,White,109595
Census Tract 70; Bronx County; New York,Hispanic,57905
Census Tract 70; Kings County; New York,White,81755
Census Tract 711; Queens County; New York,White,102734
Census Tract 713.03; Queens County; New York,White,98155
Census Tract 713.04; Queens County; New York,White,100199
Census Tract 713.05; Queens County; New York,White,108007
Census Tract 713.06; Queens County; New York,White,81458
Census Tract 717.01; Queens County; New York,White,55526
Census Tract 717.02; Queens County; New York,Asian,99719
Census Tract 719; Queens County; New York,White,63125
Census Tract 71; Bronx County; New York,Hispanic,44792
Census Tract 71; Kings County; New York,Black,55521
Census Tract 71; New York County; New York,White,173615
Census Tract 71; Queens County; New York,White,114917
Census Tract 720; Kings County; New York,Black,72305
Census Tract 721; Queens County; New York,White,98207
Census Tract 722; Kings County; New York,Black,54583
Census Tract 723; Queens County; New York,White,198750
Census Tract 724; Kings County; New York,Black,82218
Census Tract 726; Kings County; New York,Black,98235
Census Tract 728; Kings County; New York,Black,71218
Census Tract 729; Queens County; New York,White,127292
Census Tract 72; Bronx County; New York,Asian,63449
Census Tract 72; Kings County; New York,Hispanic,63352
Census Tract 72; New York County; New York,White,139577
Census Tract 730; Kings County; New York,Black,130192
Census Tract 731; Queens County; New York,White,159279
Census Tract 732; Kings County; New York,Black,70250
Census Tract 734; Kings County; New York,Black,96944
Census Tract 736; Kings County; New York,Black,66213
Census Tract 737; Queens County; New York,White,117568
Census Tract 738; Kings County; New York,Black,52221
Census Tract 739; Queens County; New York,White,113333
Census Tract 73; Bronx County; New York,Hispanic,28166
Census Tract 73; New York County; New York,White,146964
Census Tract 73; Queens County; New York,White,112500
Census Tract 740; Kings County; New York,Black,64211
Census Tract 741; Queens County; New York,White,101528
Census Tract 742; Kings County; New York,White,71940
Census Tract 743; Queens County; New York,White,76063
Census Tract 744; Kings County; New York,White,155417
Census Tract 745; Queens County; New York,White,53716
Census Tract 746; Kings County; New York,White,106923
Census Tract 747; Queens County; New York,Asian,106964
Census Tract 748; Kings County; New York,White,88958
Census Tract 749; Queens County; New York,White,222083
Census Tract 74; Bronx County; New York,Hispanic,53166
Census Tract 74; Kings County; New York,Hispanic,70508
Census Tract 74; New York County; New York,White,192897
Census Tract 74; Richmond County; New York,White,73678
Census Tract 750; Kings County; New York,White,96207
Census Tract 752; Kings County; New York,White,156513
Census Tract 754; Kings County; New York,White,138929
Census Tract 756; Kings County; New York,White,87396
Census Tract 757.01; Queens County; New York,White,111744
Census Tract 757.02; Queens County; New York,White,118859
Census Tract 758; Kings County; New York,White,55061
Census Tract 75; Bronx County; New York,Hispanic,34484
Census Tract 75; Kings County; New York,White,150854
Census Tract 75; New York County; New York,White,119250
Census Tract 75; Queens County; New York,White,82838
Census Tract 75; Richmond County; New York,White,108836
Census Tract 760; Kings County; New York,White,52021
Census Tract 762; Kings County; New York,White,52929
Census Tract 764; Kings County; New York,Black,81071
Census Tract 766; Kings County; New York,Black,76964
Census Tract 768; Kings County; New York,White,71250
Census Tract 769.01; Queens County; New York,White,99122
Census Tract 769.02; Queens County; New York,Asian,113042
Census Tract 76; Bronx County; New York,Hispanic,53784
Census Tract 76; Kings County; New York,Hispanic,57147
Census Tract 76; New York County; New York,White,127308
Census Tract 770; Kings County; New York,Black,86768
Census Tract 772; Kings County; New York,Black,83971
Census Tract 773; Queens County; New York,White,101750
Census Tract 774; Kings County; New York,Black,86455
Census Tract 775; Queens County; New York,White,100750
Census Tract 776; Kings County; New York,Black,75335
Census Tract 779.02; Queens County; New York,White,102581
Census Tract 779.03; Queens County; New York,White,98194
Census Tract 779.04; Queens County; New York,White,104840
Census Tract 779.05; Queens County; New York,Asian,91927
Census Tract 779.06; Queens County; New York,White,81269
Census Tract 779.07; Queens County; New York,White,71136
Census Tract 779.08; Queens County; New York,Hispanic,78375
Census Tract 77; Bronx County; New York,Hispanic,48846
Census Tract 77; Kings County; New York,White,199067
Census Tract 77; New York County; New York,White,161094
Census Tract 77; Queens County; New York,White,118125
Census Tract 77; Richmond County; New York,Black,89767
Census Tract 780; Kings County; New York,Black,110625
Census Tract 782; Kings County; New York,Black,65183
Census Tract 784; Kings County; New York,Black,101000
Census Tract 786.01; Kings County; New York,Black,73322
Census Tract 786.02; Kings County; New York,Black,70060
Census Tract 788.01; Kings County; New York,Black,56314
Census Tract 788.02; Kings County; New York,Black,61635
Census Tract 788; Queens County; New York,Black,98750
Census Tract 78; Bronx County; New York,Hispanic,61328
Census Tract 78; Kings County; New York,Hispanic,66029
Census Tract 78; New York County; New York,White,149915
Census Tract 790.01; Kings County; New York,Black,106667
Census Tract 790.02; Kings County; New York,Black,58859
Census Tract 790; Queens County; New York,Black,94185
Census Tract 792.01; Kings County; New York,Black,76776
Census Tract 792.02; Kings County; New York,Black,75370
Census Tract 792; Queens County; New York,Black,74474
Census Tract 794; Kings County; New York,Black,77153
Census Tract 796.01; Kings County; New York,Black,69223
Census Tract 796.02; Kings County; New York,Black,74769
Census Tract 797.01; Queens County; New York,Asian,53040
Census Tract 797.02; Queens County; New York,Asian,62070
Census Tract 798.01; Kings County; New York,Black,77214
Census Tract 798.02; Kings County; New York,Black,92757
Census Tract 799; Queens County; New York,Asian,48750
Census Tract 79; Bronx County; New York,Hispanic,34604
Census Tract 79; New York County; New York,White,127188
Census Tract 79; Queens County; New York,White,109598
Census Tract 7; Kings County; New York,White,180515
Census Tract 7; New York County; New York,White,184730
Census Tract 7; Richmond County; New York,Black,64452
Census Tract 800; Kings County; New York,Black,102431
Census Tract 802; Kings County; New York,Black,95781
Census Tract 803.01; Queens County; New York,Asian,54528
Census Tract 803.02; Queens County; New York,Asian,91902
Census Tract 804; Kings County; New York,Black,56722
Census Tract 806; Kings County; New York,Black,70954
Census Tract 808; Kings County; New York,Black,12854
Census Tract 809; Queens County; New York,White,60014
Census Tract 80; Kings County; New York,Hispanic,75125
Census Tract 80; New York County; New York,White,163454
Census Tract 810; Kings County; New York,Black,71607
Census Tract 814; Kings County; New York,Black,72632
Census Tract 814; Queens County; New York,Black,136667
Census Tract 816; Kings County; New York,Black,100000
Census Tract 818; Kings County; New York,Black,71464
Census Tract 818; Queens County; New York,Asian,96773
Census Tract 81; New York County; New York,White,156265
Census Tract 81; Queens County; New York,White,116875
Census Tract 81; Richmond County; New York,White,78031
Census Tract 820; Kings County; New York,Black,55000
Census Tract 822; Kings County; New York,Black,81484
Census Tract 824; Kings County; New York,Black,54900
Census Tract 826; Kings County; New York,Black,76181
Census Tract 828; Kings County; New York,Black,70380
Census Tract 82; Kings County; New York,Hispanic,44013
Census Tract 82; New York County; New York,White,222273
Census Tract 830; Kings County; New York,Black,62177
Census Tract 832; Kings County; New York,Black,93803
Census Tract 834; Kings County; New York,Black,97500
Census Tract 836; Kings County; New York,Black,91378
Census Tract 837; Queens County; New York,Asian,58386
Census Tract 838; Kings County; New York,Black,69550
Census Tract 838; Queens County; New York,Asian,103254
Census Tract 83; Bronx County; New York,Hispanic,50920
Census Tract 83; New York County; New York,White,70986
Census Tract 83; Queens County; New York,Hispanic,89500
Census Tract 840; Kings County; New York,Black,88646
Census Tract 840; Queens County; New York,Asian,102304
Census Tract 845; Queens County; New York,Asian,32529
Census Tract 846.01; Queens County; New York,Asian,89107
Census Tract 846.02; Queens County; New York,Hispanic,79707
Census Tract 846; Kings County; New York,Black,59792
Census Tract 848; Kings County; New York,Black,98125
Census Tract 849.01; Queens County; New York,Asian,60583
Census Tract 849.02; Queens County; New York,Asian,57675
Census Tract 84; Bronx County; New York,Hispanic,67724
Census Tract 84; Kings County; New York,Hispanic,97232
Census Tract 84; New York County; New York,White,250001
Census Tract 850; Kings County; New York,Black,99519
Census Tract 852; Kings County; New York,Hispanic,NA
Census Tract 853; Queens County; New York,Asian,35737
Census Tract 854; Kings County; New York,Black,69125
Census Tract 855; Queens County; New York,Asian,41315
Census Tract 856; Kings County; New York,Black,76667
Census Tract 857; Queens County; New York,Asian,56078
Census Tract 858; Kings County; New York,Black,54063
Census Tract 859; Queens County; New York,Asian,56388
Census Tract 85; Bronx County; New York,Hispanic,34543
Census Tract 85; Kings County; New York,Black,21988
Census Tract 85; Queens County; New York,Hispanic,103625
Census Tract 86.01; New York County; New York,White,161548
Census Tract 86.03; New York County; New York,White,215981
Census Tract 860; Kings County; New York,Black,73450
Census Tract 861; Queens County; New York,Asian,41146
Census Tract 862; Kings County; New York,Black,58542
Census Tract 863; Queens County; New York,Asian,51071
Census Tract 864; Kings County; New York,Black,67143
Census Tract 864; Queens County; New York,Hispanic,131111
Census Tract 865; Queens County; New York,Asian,51397
Census Tract 866; Kings County; New York,Black,72863
Census Tract 868; Kings County; New York,Black,52539
Census Tract 869; Queens County; New York,Asian,55278
Census Tract 86; Bronx County; New York,Hispanic,23987
Census Tract 86; Queens County; New York,Hispanic,66875
Census Tract 870; Kings County; New York,Black,59884
Census Tract 871; Queens County; New York,Asian,46841
Census Tract 872; Kings County; New York,Black,74219
Census Tract 874.01; Kings County; New York,Black,38798
Census Tract 876; Kings County; New York,Black,47105
Census Tract 878; Kings County; New York,Black,60947
Census Tract 87; Bronx County; New York,Hispanic,36402
Census Tract 87; New York County; New York,White,136620
Census Tract 87; Queens County; New York,Hispanic,16639
Census Tract 880.01; Kings County; New York,Black,59799
Census Tract 880.02; Kings County; New York,Black,97614
Census Tract 882; Kings County; New York,Black,46461
Census Tract 884; Kings County; New York,Black,43347
Census Tract 884; Queens County; New York,White,102727
Census Tract 886; Kings County; New York,Black,48949
Census Tract 888; Kings County; New York,Black,51335
Census Tract 889.02; Queens County; New York,Asian,39599
Census Tract 889.03; Queens County; New York,Asian,57454
Census Tract 88; Kings County; New York,Hispanic,64741
Census Tract 88; New York County; New York,White,117442
Census Tract 88; Queens County; New York,Hispanic,113891
Census Tract 890; Kings County; New York,Black,62667
Census Tract 892.01; Queens County; New York,White,157845
Census Tract 892; Kings County; New York,Black,28697
Census Tract 894; Kings County; New York,Black,51221
Census Tract 896; Kings County; New York,Black,33042
Census Tract 898; Kings County; New York,Black,76726
Census Tract 89; Bronx County; New York,Hispanic,41484
Census Tract 89; New York County; New York,White,95355
Census Tract 8; New York County; New York,Asian,28607
Census Tract 8; Queens County; New York,Hispanic,103671
Census Tract 8; Richmond County; New York,White,100449
Census Tract 90.01; Kings County; New York,Hispanic,44026
Census Tract 90.02; Kings County; New York,Hispanic,49565
Census Tract 900; Kings County; New York,Black,33889
Census Tract 902; Kings County; New York,Black,50625
Census Tract 906; Kings County; New York,Black,24972
Census Tract 907; Queens County; New York,Asian,85750
Census Tract 908; Kings County; New York,Black,23821
Census Tract 90; Bronx County; New York,Hispanic,33831
Census Tract 90; New York County; New York,White,149063
Census Tract 910; Kings County; New York,Hispanic,16628
Census Tract 912; Kings County; New York,Black,18502
Census Tract 916.03; Queens County; New York,White,134563
Census Tract 916; Kings County; New York,Black,26581
Census Tract 918; Kings County; New York,Hispanic,40525
Census Tract 918; Queens County; New York,White,NA
Census Tract 919; Queens County; New York,Hispanic,101895
Census Tract 91; New York County; New York,White,188867
Census Tract 91; Queens County; New York,White,94881
Census Tract 92.01; Kings County; New York,Asian,76688
Census Tract 92.02; Kings County; New York,Hispanic,52775
Census Tract 920; Kings County; New York,Black,39005
Census Tract 922; Kings County; New York,Black,48095
Census Tract 922; Queens County; New York,White,153971
Census Tract 924; Kings County; New York,Black,33586
Census Tract 925; Queens County; New York,Hispanic,65625
Census Tract 928; Kings County; New York,Black,82645
Census Tract 928; Queens County; New York,White,151335
Census Tract 929; Queens County; New York,Hispanic,100063
Census Tract 92; Bronx County; New York,Hispanic,56208
Census Tract 92; New York County; New York,White,166734
Census Tract 93.01; Bronx County; New York,Hispanic,47185
Census Tract 93.02; Bronx County; New York,Black,NA
Census Tract 930; Kings County; New York,Black,94188
Census Tract 932; Kings County; New York,Black,36042
Census Tract 934.01; Queens County; New York,White,110875
Census Tract 934.02; Queens County; New York,White,110625
Census Tract 934; Kings County; New York,Black,86641
Census Tract 936; Kings County; New York,Black,74402
Census Tract 938; Kings County; New York,Black,78018
Census Tract 938; Queens County; New York,White,72981
Census Tract 939; Queens County; New York,Hispanic,91683
Census Tract 93; New York County; New York,White,94441
Census Tract 94.01; Kings County; New York,Asian,47104
Census Tract 94.02; Kings County; New York,Asian,71375
Census Tract 942.01; Queens County; New York,Black,76373
Census Tract 942.02; Queens County; New York,Black,54637
Census Tract 942.03; Queens County; New York,White,67038
Census Tract 944.01; Kings County; New York,Black,80064
Census Tract 944.02; Kings County; New York,Black,25208
Census Tract 945; Queens County; New York,White,70729
Census Tract 946; Kings County; New York,Black,90750
Census Tract 947; Queens County; New York,Hispanic,84375
Census Tract 94; New York County; New York,White,171875
Census Tract 94; Queens County; New York,Asian,89792
Census Tract 950; Kings County; New York,Black,96607
Census Tract 954; Kings County; New York,Black,93356
Census Tract 954; Queens County; New York,Black,82694
Census Tract 956; Kings County; New York,Black,98750
Census Tract 958; Kings County; New York,Black,70826
Census Tract 95; New York County; New York,White,176944
Census Tract 95; Queens County; New York,White,104028
Census Tract 96.01; Richmond County; New York,White,103942
Census Tract 96.02; Richmond County; New York,White,76894
Census Tract 962; Kings County; New York,Black,84048
Census Tract 964; Kings County; New York,Black,102639
Census Tract 964; Queens County; New York,Black,104737
Census Tract 966; Kings County; New York,Black,67018
Census Tract 968; Kings County; New York,Black,97679
Census Tract 96; Bronx County; New York,Hispanic,53333
Census Tract 96; Kings County; New York,Hispanic,75134
Census Tract 96; New York County; New York,Asian,NA
Census Tract 96; Queens County; New York,Asian,105156
Census Tract 97.01; Richmond County; New York,White,112896
Census Tract 97.02; Richmond County; New York,White,NA
Census Tract 970; Kings County; New York,Black,64716
Census Tract 972.02; Queens County; New York,Black,27115
Census Tract 972.04; Queens County; New York,Black,73207
Census Tract 972.05; Queens County; New York,Black,23638
Census Tract 972.06; Queens County; New York,Black,45748
Census Tract 973; Queens County; New York,White,113826
Census Tract 974; Kings County; New York,Black,85234
Census Tract 97; New York County; New York,White,67218
Census Tract 97; Queens County; New York,White,117500
Census Tract 981; Queens County; New York,White,102857
Census Tract 982; Kings County; New York,Black,23639
Census Tract 984; Kings County; New York,Black,112450
Census Tract 986; Kings County; New York,Black,94583
Census Tract 987; Queens County; New York,White,98269
Census Tract 988; Kings County; New York,Black,75662
Census Tract 98; Bronx County; New York,Hispanic,56128
Census Tract 98; Kings County; New York,Hispanic,59342
Census Tract 98; New York County; New York,White,124433
Census Tract 98; Queens County; New York,Asian,78875
Census Tract 99.01; New York County; New York,White,250001
Census Tract 99.02; New York County; New York,White,148706
Census Tract 99.03; New York County; New York,White,175333
Census Tract 990; Kings County; New York,Black,88537
Census Tract 991; Queens County; New York,White,109250
Census Tract 992; Kings County; New York,Black,88429
Census Tract 992; Queens County; New York,Black,33727
Census Tract 994; Kings County; New York,Black,89744
Census Tract 996; Kings County; New York,Black,73656
Census Tract 997.01; Queens County; New York,White,116607
Census Tract 997.03; Queens County; New York,White,109000
Census Tract 997.04; Queens County; New York,White,92141
Census Tract 997.05; Queens County; New York,White,139844
Census Tract 998.01; Queens County; New York,Black,69621
Census Tract 998.02; Queens County; New York,Black,46645
Census Tract 998; Kings County; New York,Black,91458
Census Tract 9; Kings County; New York,White,218500
Census Tract 9; New York County; New York,White,222167
Census Tract 9; Richmond County; New York,Hispanic,62237
